Age,Gender,Income (in $1000s),Online Hours Per Week,Purchase Frequency (Last Month),Is Loyal Customer,Preferred Shopping Platform,Ad Clicks (Last Month),Discounts Used (Last Month),Competitor Pricing Index,Economic Conditions,Distance to Nearest Store (km),Shopping Frequency,"Purchase Decision (1=Yes, 0=No)"
36,Female,43.76,9,6,0,Website,9,9,0.85,Neutral,36.37,1.0,1
63,Male,62.88,38,17,0,Website,4,6,1.13,Neutral,21.04,18.563124309400234,1
68,Male,30.29,27,11,1,Website,10,7,1.18,Favorable,35.37,12.993362127042063,1
20,Female,46.2,17,1,1,Mobile App,9,3,0.92,Favorable,15.04,19.047514691971205,1
59,Female,65.04,40,17,0,Website,4,7,0.8,Favorable,7.03,19.272442711447745,1
36,Female,38.64,49,6,0,Mobile App,0,0,0.93,Favorable,7.03,15.818086516975681,1
26,Male,33.07,16,19,0,Website,1,8,0.95,Neutral,10.56,23.32956839750215,1
45,Female,13.98,10,11,0,Mobile App,8,6,1.1,Unfavorable,6.2,24.15713281855763,1
37,Male,42.27,0,19,1,Mobile App,1,3,0.82,Favorable,11.42,25.15688031610491,1
62,Male,65.46,16,13,0,Website,9,7,0.89,Favorable,29.16,12.817191030672703,1
24,Male,32.54,35,9,1,Website,10,9,1.16,Unfavorable,13.19,22.41346333847002,1
31,Female,50.36,35,8,0,Mobile App,11,1,0.86,Neutral,17.48,15.577672857537916,1
26,Male,45.52,45,14,0,Website,1,7,1.1,Unfavorable,3.11,25.392268012345827,1
36,Male,36.67,8,19,0,Website,14,9,0.94,Favorable,44.66,7.134275343205381,1
64,Male,66.75,44,9,1,Mobile App,8,5,1.07,Unfavorable,7.34,25.78530597350731,1
69,Female,82.85,27,18,1,Website,2,6,0.83,Unfavorable,17.76,27.32870559249447,1
31,Female,70.09,47,18,1,Mobile App,1,6,0.91,Favorable,19.28,24.429508657963158,1
55,Male,36.08,32,11,0,Website,6,1,0.97,Favorable,38.72,8.174991312657626,1
53,Female,89.85,2,11,0,Website,11,1,1.14,Favorable,24.44,12.39931127311697,1
57,Female,70.03,7,8,1,Mobile App,8,3,1.03,Favorable,19.46,21.505753020890566,1
34,Female,40.85,49,19,1,Website,10,5,0.82,Unfavorable,34.95,16.552837490820735,1
47,Male,34.49,5,3,1,Website,12,3,1.12,nan,30.05,11.026321520965597,1
26,Female,72.42,5,0,0,Mobile App,5,5,0.82,Neutral,4.37,14.262245241190573,1
50,Male,53.48,28,15,0,Website,11,4,1.17,Unfavorable,15.98,17.704493361367348,1
69,Female,32.98,36,0,0,Mobile App,6,5,0.88,Favorable,48.94,1.0,1
42,Male,47.04,11,12,0,In-store,12,8,1.0,Neutral,24.43,10.16690540594405,1
31,Male,41.86,8,2,0,Mobile App,12,5,0.83,Favorable,21.5,8.523963111335874,1
28,Male,33.52,40,11,0,Website,2,5,1.02,Favorable,7.92,22.91389458817525,1
52,Female,70.29,48,8,0,Mobile App,10,7,1.0,Unfavorable,42.03,4.5780865294722215,1
58,Male,65.63,18,3,0,Website,2,4,0.96,Favorable,7.1,14.5795756469273,1
31,Female,66.77,16,1,1,Website,14,4,0.81,Favorable,5.7,25.975021244948945,1
47,Male,66.49,47,8,0,In-store,7,9,1.15,Neutral,22.23,14.563100777287708,1
58,Female,31.68,43,19,0,Website,6,0,1.12,Neutral,22.11,22.60559128630432,1
21,Female,37.93,31,12,1,Website,4,5,1.05,Neutral,49.08,8.673010630644432,1
21,Female,79.17,34,13,1,Website,5,0,1.03,Unfavorable,6.81,30.0,1
45,Female,52.16,13,2,1,In-store,8,7,1.08,Favorable,24.45,14.612428781026209,1
25,Female,,48,17,1,Website,2,9,0.86,Neutral,10.46,26.717189862863115,1
19,Male,54.34,15,8,1,Website,11,8,1.17,Unfavorable,35.24,11.902612898901687,1
58,Female,,20,14,0,Mobile App,2,5,0.91,Favorable,19.89,12.5788532555388,1
63,Male,60.48,11,9,1,Mobile App,13,8,1.06,Neutral,32.6,12.878223159363486,1
39,Female,31.24,23,16,1,Mobile App,10,1,1.04,Favorable,17.25,24.28456173116773,1
58,Female,87.73,33,12,0,In-store,5,8,1.05,Favorable,28.45,13.705905624869995,1
33,Male,19.99,7,0,0,Website,10,3,1.15,Favorable,23.72,8.554136218372511,1
46,Male,52.22,43,10,1,Website,7,2,0.92,Neutral,19.03,19.602413480958205,1
66,Male,84.73,20,4,0,Website,4,0,1.1,Unfavorable,27.11,5.6496337428741334,1
65,Female,61.83,47,8,0,Mobile App,13,0,1.04,Neutral,19.5,12.744991525175621,1
47,Female,66.72,7,6,0,Website,0,7,0.83,Unfavorable,40.4,2.3520360809841776,1
29,Female,28.94,27,6,1,In-store,2,1,0.97,Favorable,25.01,14.087828265495215,1
52,Female,56.94,15,1,0,In-store,12,0,1.14,Favorable,45.2,1.0,1
28,Female,49.27,9,18,0,Website,7,1,0.93,Unfavorable,11.53,23.211652898667968,1
63,Male,,14,19,0,In-store,3,2,0.99,Unfavorable,6.05,25.542783915143367,1
67,Male,67.3,3,17,1,Website,8,3,1.0,nan,19.36,22.850333625967714,1
38,Female,33.61,25,9,1,Mobile App,12,8,1.05,Neutral,9.59,25.03325013452512,1
38,Female,35.98,14,4,0,Mobile App,5,6,1.15,Favorable,19.96,11.1081455762496,1
22,Female,58.65,35,15,1,Mobile App,9,4,0.87,Favorable,10.77,29.26972858663131,1
65,Male,47.14,31,4,1,Mobile App,3,4,1.0,Unfavorable,43.48,3.7851046132874497,1
37,Male,53.39,42,14,1,Mobile App,3,5,0.97,Neutral,28.61,16.050461575355243,1
54,Male,45.91,37,15,0,In-store,9,0,0.92,Favorable,25.13,13.418832663734744,1
20,Male,78.26,3,3,1,Mobile App,4,5,1.17,Favorable,39.49,7.109065645520705,1
61,Male,31.5,40,13,1,Website,12,5,0.8,Favorable,6.95,28.348534149248145,1
50,Female,40.7,8,16,0,In-store,6,4,0.85,Neutral,42.92,5.42042031167408,0
26,Male,59.62,34,16,1,In-store,13,9,1.09,Favorable,24.42,20.76382290542375,1
26,Female,30.24,27,15,0,Mobile App,11,8,0.91,Unfavorable,7.25,24.636242163433813,1
21,Male,29.36,36,8,0,Mobile App,6,9,1.09,Unfavorable,41.06,4.66850352413046,1
52,Female,52.75,46,1,0,In-store,12,9,1.13,Favorable,23.31,8.612596663567784,1
34,Male,67.35,8,10,0,In-store,9,4,0.9,Neutral,30.43,8.208065337821632,1
51,Male,69.96,1,14,0,Website,6,8,0.88,Neutral,44.73,3.060797591636455,1
41,Male,51.83,2,2,0,Mobile App,4,9,0.86,Favorable,44.59,1.0,1
49,Female,36.56,43,15,0,In-store,11,6,0.88,Favorable,44.69,6.6047623155613095,1
18,Female,55.51,47,18,0,Website,12,2,0.91,Unfavorable,21.14,18.731473232914066,1
25,Male,61.32,4,5,1,Mobile App,8,8,1.15,Favorable,37.61,7.921783261680989,1
62,Male,55.24,9,13,0,Mobile App,1,9,1.11,Neutral,12.05,19.335491467073528,1
40,Female,74.68,27,4,0,Website,7,6,0.8,Favorable,41.64,2.793289203913692,1
64,Male,29.72,14,4,0,Website,9,3,1.15,Favorable,17.42,10.834998630442602,1
57,Male,36.06,13,5,0,Mobile App,7,8,0.83,Neutral,23.46,9.819037649621869,1
29,Female,71.91,45,17,1,Website,2,5,1.06,Unfavorable,44.62,14.069960827486506,1
29,Female,20.54,22,17,0,Website,4,8,0.86,Favorable,40.38,10.64887961593433,1
63,Male,39.21,12,18,0,Mobile App,13,3,0.82,Favorable,47.65,5.5753707984660075,1
64,Male,35.37,15,1,1,Mobile App,7,9,1.1,Neutral,18.49,15.282905838191592,1
32,Female,18.72,29,16,0,Website,9,1,0.99,Favorable,7.98,23.503440674502194,1
58,Male,46.26,39,0,0,Mobile App,12,8,1.04,Neutral,45.57,1.0,1
36,Male,,7,8,0,Mobile App,8,9,0.97,nan,24.91,15.760496817433026,1
43,Female,53.13,16,12,1,Website,6,3,0.83,Neutral,44.53,10.783583365437297,1
69,Female,65.99,29,3,0,Mobile App,3,1,1.1,Neutral,36.74,4.9139794794531575,1
46,Male,73.84,16,4,1,Mobile App,3,6,1.13,Favorable,43.8,4.789520205162875,1
39,Female,42.29,34,17,0,Website,2,6,0.82,Favorable,32.91,11.052393978180518,1
57,Female,102.94,0,9,1,In-store,10,4,0.95,Favorable,40.71,8.751392943247003,1
38,Male,43.09,48,3,0,Mobile App,7,4,1.02,Favorable,6.46,20.26114165222391,1
68,Female,45.75,23,12,0,Website,5,7,1.04,Neutral,48.43,5.037070288037309,1
55,Male,35.85,47,12,1,Website,9,5,1.03,Favorable,9.46,24.563674253494852,1
37,Male,60.91,48,16,0,Mobile App,5,0,1.08,Neutral,1.71,22.5514995761182,1
46,Female,44.19,24,7,0,Website,9,3,1.19,Neutral,26.77,9.613522231298543,1
68,Male,48.42,1,3,1,Website,9,0,0.96,Favorable,35.74,10.752016938422178,1
21,Male,45.9,24,2,0,Website,8,4,1.02,Favorable,35.96,1.8787769416191944,1
24,Male,45.44,13,10,0,Mobile App,10,4,1.08,nan,17.29,17.26033554382382,1
45,Male,53.17,38,11,1,Website,2,3,1.04,Favorable,37.81,9.345359573801277,1
45,Female,41.0,32,8,0,In-store,3,8,0.95,Neutral,42.21,2.306769828046939,1
21,Female,41.93,16,14,0,Mobile App,2,7,1.05,Favorable,30.7,10.072693661006554,1
39,Female,71.46,30,12,0,Mobile App,2,9,1.06,Favorable,19.61,15.8894335919936,1
29,Male,44.13,9,4,0,Mobile App,0,2,1.03,Favorable,30.87,6.971054064934394,1
62,Male,57.67,5,4,1,Mobile App,13,4,0.88,Favorable,43.18,6.7918946476947415,1
20,Male,32.21,38,18,0,Mobile App,9,5,1.0,Neutral,45.07,5.62615586005075,1
39,Male,41.11,24,10,0,Mobile App,5,4,1.15,Favorable,2.06,21.6970553884659,1
61,Male,25.35,37,8,0,Website,14,7,1.15,Favorable,6.56,17.678773597803502,1
19,Female,87.09,36,2,0,Mobile App,14,4,1.1,Neutral,0.72,22.804933712199706,1
41,Female,77.51,29,17,0,In-store,8,7,1.08,Favorable,24.88,14.430053495518036,1
51,Female,61.91,33,12,0,Mobile App,4,9,0.86,Favorable,22.1,15.981274380056645,1
44,Male,93.02,17,11,0,Website,11,9,0.98,Unfavorable,27.52,8.556535195670785,1
58,Female,65.41,23,8,0,Website,11,2,0.84,Favorable,34.34,9.969870045694393,1
18,Male,46.56,48,9,0,Mobile App,11,4,1.13,Unfavorable,18.61,20.762447816209583,1
25,Male,57.45,26,12,0,Website,13,3,0.92,Favorable,10.82,21.24889992703035,1
40,Female,77.22,26,19,1,In-store,9,5,1.11,Favorable,20.04,23.901207388960653,1
55,Female,32.39,38,19,0,Mobile App,1,2,1.13,Unfavorable,0.95,30.0,1
23,Male,26.54,20,12,0,Website,9,9,1.16,Neutral,41.56,4.2278625250845625,1
39,Male,58.12,18,8,1,Website,3,3,1.1,Favorable,19.49,19.35574835347949,1
42,Male,38.26,38,9,0,Website,11,3,1.03,Neutral,31.33,3.302623724439405,1
35,Female,4.8,22,18,0,Website,5,4,1.04,Favorable,16.57,20.560880864893246,1
34,Male,25.14,38,5,0,In-store,13,5,0.93,Neutral,30.93,9.348145237036519,1
29,Female,43.77,47,6,0,In-store,6,1,0.87,Neutral,27.25,8.454334572260354,1
23,Male,50.96,43,14,0,In-store,11,9,0.85,Favorable,10.82,20.70178277276183,1
43,Male,,46,18,1,Mobile App,12,7,0.87,Favorable,31.45,17.40218814943483,1
44,Male,90.1,14,13,0,Mobile App,12,3,1.17,Neutral,5.93,27.46059422746345,1
25,Female,45.85,42,15,0,In-store,6,6,0.87,Favorable,24.31,15.799721641191171,1
36,Male,55.56,1,13,0,In-store,13,6,1.09,Favorable,36.13,8.512703663385047,1
59,Female,17.48,34,19,1,In-store,3,9,0.87,Favorable,27.68,19.85049468836183,1
18,Female,49.38,19,1,0,In-store,9,1,1.19,Neutral,37.44,3.8364256216667645,1
46,Female,56.68,27,8,0,Mobile App,9,6,0.95,Neutral,14.02,15.37851672734105,1
62,Female,22.49,14,2,0,Website,4,0,0.96,Favorable,2.92,22.055507021652037,1
66,Female,,15,5,0,Mobile App,12,1,0.96,Unfavorable,3.27,20.630612887989628,1
52,Female,59.78,32,4,0,Mobile App,3,4,1.13,Neutral,13.8,17.442807629054965,1
57,Female,39.07,46,13,0,Mobile App,11,7,0.89,Favorable,20.68,15.422081373643813,1
31,Male,47.95,11,14,0,In-store,9,6,1.13,Unfavorable,27.11,15.081565621524389,1
52,Male,60.82,38,17,0,In-store,5,2,1.06,nan,38.0,10.579421408626276,1
65,Male,90.74,38,16,1,Mobile App,10,9,0.89,Favorable,42.06,11.850516128026745,1
62,Male,45.56,42,8,0,Website,13,8,0.83,Neutral,34.84,9.317632170886728,1
37,Male,85.38,19,18,0,Website,6,4,1.11,Neutral,23.43,19.87682355550297,1
66,Female,10.82,28,8,0,Website,1,2,0.89,Favorable,13.59,15.915577228370276,1
30,Male,52.97,42,15,0,Website,13,6,1.16,Favorable,21.68,15.226102706774048,1
55,Male,43.32,48,5,1,Mobile App,9,3,0.85,Neutral,14.03,20.001418429177274,1
66,Female,39.35,2,7,0,Website,11,0,1.05,Favorable,31.41,7.199439320886637,1
63,Male,63.16,47,2,1,Website,2,4,1.08,Unfavorable,41.0,7.578891989600153,1
66,Male,45.71,4,4,1,Mobile App,10,7,1.06,Favorable,26.15,14.642214011506347,1
25,Male,9.5,1,6,0,Mobile App,7,3,0.93,Unfavorable,2.77,19.816069579233943,1
60,Male,18.23,22,0,0,Website,6,6,1.15,Unfavorable,47.02,1.0,1
37,Male,64.44,25,3,1,In-store,11,7,1.11,Neutral,15.07,19.190501716756483,1
50,Female,17.26,25,15,0,Website,0,8,1.0,Favorable,45.77,6.347438942521587,1
43,Female,64.98,6,13,0,Website,3,8,1.04,Neutral,40.75,9.254715183137538,0
56,Male,52.5,9,0,1,Mobile App,4,4,1.03,Favorable,20.95,14.868437592277134,1
38,Male,46.59,4,3,0,In-store,13,5,1.18,Neutral,3.31,19.596470782221893,1
66,Male,48.37,46,9,0,Mobile App,2,6,1.16,Favorable,47.41,1.0,1
59,Female,60.3,11,10,1,Mobile App,14,9,0.89,Unfavorable,33.12,11.98260307342662,1
60,Male,26.45,31,6,0,In-store,3,1,0.91,Favorable,12.86,16.414393265792718,1
58,Male,50.85,41,3,0,Mobile App,9,8,1.19,Neutral,26.91,7.071104384993857,1
26,Female,27.21,30,0,1,Website,9,0,0.89,Unfavorable,31.95,8.207618411719354,1
41,Male,,21,0,0,Mobile App,13,5,1.18,Neutral,11.72,15.32942168650298,1
54,Male,62.93,16,16,0,In-store,9,5,1.06,Favorable,5.13,22.55561949686134,1
66,Male,53.32,19,9,0,Mobile App,6,6,0.82,Favorable,13.74,13.797247795102383,1
58,Female,62.17,19,4,0,In-store,7,1,0.93,Neutral,2.86,18.6673886366894,1
34,Female,36.0,42,6,1,Mobile App,11,5,0.99,Favorable,3.96,27.603216484228536,1
41,Female,48.76,7,7,0,Website,8,5,1.13,Favorable,8.25,20.07528321646165,1
38,Male,45.24,46,1,0,Mobile App,14,8,0.93,Favorable,8.34,18.21146792071746,1
68,Female,43.93,33,8,0,Mobile App,12,7,0.92,Neutral,12.77,14.314521562382957,1
56,Female,33.99,48,3,1,In-store,1,4,1.17,Favorable,46.9,4.0745950964508975,1
58,Female,41.36,22,11,0,In-store,3,6,0.83,Unfavorable,29.0,8.124038563680985,1
56,Male,27.75,37,10,0,In-store,0,6,1.02,Favorable,21.41,12.132458592258356,1
30,Female,16.12,27,4,0,In-store,2,4,1.0,Neutral,28.41,5.200807463592968,1
28,Male,35.99,12,11,0,Website,7,6,0.82,Favorable,0.78,22.850939786136305,1
63,Male,62.52,28,3,0,In-store,6,2,0.84,Unfavorable,44.79,4.389251970424817,1
36,Female,54.68,7,12,0,Website,14,6,0.95,Favorable,26.85,13.636516054760268,1
28,Male,24.87,10,0,0,Website,14,5,0.85,Favorable,22.86,4.873882855815976,1
30,Female,41.88,46,17,1,Mobile App,7,5,0.99,Favorable,47.11,6.800904186757352,1
63,Male,63.85,44,3,0,Mobile App,14,1,1.04,Favorable,36.66,3.3313742726616384,1
62,Female,41.03,17,3,1,In-store,10,1,1.08,Favorable,17.2,18.236309043062963,1
18,Female,21.64,49,7,0,Mobile App,5,6,1.02,Neutral,46.84,1.0,1
57,Female,95.15,24,19,0,In-store,4,0,0.95,Favorable,42.67,11.54318158082214,1
61,Male,,48,5,1,Website,11,8,0.85,Neutral,47.75,1.8449370249417139,1
36,Male,26.73,21,3,0,In-store,11,2,0.9,Neutral,5.26,20.728354753749777,1
29,Female,53.43,44,3,0,Mobile App,9,5,0.97,Unfavorable,47.79,1.0,1
25,Male,48.29,34,10,0,Mobile App,8,2,1.17,Favorable,27.37,16.121484677774777,1
25,Female,19.17,28,8,0,Website,4,8,0.88,Favorable,33.77,12.006961371309401,1
62,Female,51.87,20,13,0,Mobile App,8,9,0.97,Favorable,11.01,22.38305431595552,1
29,Male,69.67,6,3,0,Mobile App,14,6,1.09,Favorable,7.45,17.84722684683255,1
65,Male,45.34,11,12,0,Mobile App,14,0,1.08,Favorable,4.43,24.49960994529851,1
50,Male,8.8,35,5,0,Mobile App,14,3,1.19,Favorable,21.4,13.029230350822642,1
62,Female,56.84,23,12,1,Website,12,4,0.88,Favorable,11.46,21.550080438091655,1
43,Male,62.06,31,2,1,Website,3,6,0.81,Neutral,4.54,20.733673327338646,1
56,Male,38.27,26,6,1,Website,11,6,0.93,Favorable,47.78,6.059570640156868,1
45,Male,38.42,31,0,0,In-store,4,4,0.86,Favorable,36.8,4.333137165332548,1
22,Female,95.16,31,10,0,Mobile App,0,0,1.02,Favorable,26.13,14.909687067954847,1
25,Male,36.84,31,1,0,In-store,5,4,1.16,Neutral,37.3,1.4241293699533546,1
42,Male,27.56,25,4,0,Mobile App,2,4,1.08,Neutral,30.77,7.269836153842127,1
44,Female,50.5,10,13,0,In-store,10,3,0.85,Neutral,9.31,20.928435381154408,1
63,Female,61.5,45,12,0,Website,14,5,0.85,Unfavorable,31.86,13.748457057804881,1
40,Female,60.65,17,15,0,Website,9,7,1.16,Neutral,34.21,9.618115718456176,1
47,Male,0.64,38,14,0,Mobile App,1,9,1.0,Favorable,12.25,19.31087816033001,1
62,Male,36.79,4,2,1,Mobile App,5,4,1.17,Favorable,16.35,17.50565928408115,1
64,Female,73.06,15,5,0,Mobile App,0,7,1.09,Unfavorable,19.47,11.9824589870261,1
40,Male,56.53,10,8,0,Website,13,4,1.2,Neutral,30.33,8.691360276346646,1
66,Female,25.28,34,2,0,Website,11,2,1.15,Neutral,6.78,19.414419802373388,1
64,Female,74.85,47,12,0,Mobile App,8,7,0.97,Neutral,37.3,7.604142420454188,1
37,Male,69.3,10,12,0,Mobile App,4,3,1.1,Favorable,17.63,16.00145912925621,1
35,Female,44.07,41,6,0,Mobile App,6,2,0.99,Unfavorable,34.74,4.322905434465643,1
35,Female,67.59,22,4,0,Mobile App,10,2,0.89,Favorable,46.68,1.0,1
19,Male,90.0,33,7,1,Mobile App,9,5,0.9,Favorable,43.56,2.830868818585604,1
21,Female,28.91,47,7,0,Website,8,7,0.96,Favorable,37.01,6.8029505330676585,1
47,Male,61.11,16,6,0,Mobile App,8,9,0.84,Neutral,10.07,19.199195156324137,1
50,Male,89.72,9,18,0,Mobile App,12,4,0.87,Favorable,36.74,13.745932441990568,1
53,Male,63.06,17,6,1,Website,6,0,1.0,Favorable,31.97,12.776425920244174,1
35,Female,34.91,43,3,0,Website,14,0,1.18,Neutral,38.74,1.0,1
54,Female,54.78,7,9,0,Website,3,2,1.03,Favorable,43.51,3.0488561556831204,1
36,Female,77.4,25,12,1,In-store,14,5,0.96,Favorable,15.92,23.408805932044682,1
64,Male,29.68,2,3,0,Mobile App,3,1,0.9,Neutral,32.39,6.788564293293643,1
45,Female,49.4,23,18,0,Mobile App,6,0,0.88,Neutral,14.12,25.535773798104213,1
57,Male,45.13,2,9,0,Mobile App,7,6,1.06,Favorable,17.64,13.20999795065438,1
37,Female,37.37,37,6,1,In-store,6,1,1.14,Neutral,26.27,15.998775747075364,1
66,Male,54.83,1,4,0,Mobile App,10,7,0.96,Neutral,21.99,10.66833289913709,1
50,Male,47.99,34,2,1,Website,13,1,1.02,Favorable,30.23,16.022272278910254,1
29,Male,62.87,16,1,0,Mobile App,13,0,1.08,Favorable,38.06,3.2339333469685867,1
68,Female,72.82,8,10,0,Mobile App,9,9,0.82,Favorable,30.45,9.249248572978564,1
32,Male,24.54,35,9,1,Mobile App,3,1,0.94,Neutral,48.51,7.963624164503955,1
58,Female,51.35,21,12,0,Website,3,1,1.09,Neutral,37.04,6.988582847394222,1
56,Male,48.94,30,6,0,In-store,7,6,1.07,Favorable,49.26,1.0,1
19,Male,54.07,33,9,0,In-store,11,0,0.82,Neutral,37.3,5.077831821734475,1
46,Male,49.69,23,3,0,In-store,13,2,0.9,Unfavorable,25.64,8.829296646420541,1
58,Female,30.39,8,19,0,Website,8,4,1.07,Favorable,20.84,21.626990268945725,1
27,Female,79.09,45,15,1,Website,6,6,0.91,Unfavorable,36.92,13.306358664144906,1
19,Male,87.62,42,19,1,Mobile App,14,5,1.13,Unfavorable,34.51,11.174130862541475,1
68,Male,60.94,1,5,0,In-store,11,7,0.81,Neutral,33.6,4.187944603971944,1
28,Male,61.96,20,8,1,Mobile App,13,0,0.88,Unfavorable,36.23,13.851288752694495,1
30,Female,52.62,33,12,1,In-store,12,6,0.91,Favorable,43.67,12.335370553806309,1
27,Male,69.38,26,6,0,In-store,13,8,1.17,Favorable,11.77,15.682564435049683,1
31,Female,1.14,36,17,1,Mobile App,2,6,1.12,Unfavorable,28.46,16.082670716179027,1
35,Female,49.92,6,13,1,Website,11,5,1.15,Favorable,30.36,15.385063762776069,1
68,Male,38.55,21,4,1,Website,9,8,0.98,Favorable,15.0,21.4322745588437,1
26,Male,52.92,3,12,1,Website,0,3,1.13,Favorable,49.4,5.861669812247549,1
56,Female,71.85,13,7,0,Website,14,9,1.14,Neutral,39.38,1.0,1
45,Female,50.38,33,14,1,Website,4,5,0.96,Favorable,16.4,24.93451040320488,1
20,Male,42.79,22,18,0,Mobile App,5,5,1.2,Favorable,18.24,21.94432839563538,1
37,Male,21.93,43,8,0,Website,10,9,1.14,Unfavorable,36.05,9.140806016052395,1
23,Male,47.81,41,5,0,Mobile App,8,2,1.19,Favorable,1.07,17.841757807674842,1
44,Male,63.45,24,13,1,In-store,4,6,1.15,Neutral,23.47,22.05488065006547,1
19,Male,33.18,0,9,0,Website,0,0,1.11,Favorable,17.48,16.132624177398473,1
46,Male,9.93,47,8,0,Website,10,7,1.18,Favorable,42.77,1.294644376843606,1
55,Female,95.48,14,16,1,Website,10,7,0.97,Favorable,39.67,9.869677353503777,1
20,Male,56.7,31,12,1,Website,3,7,1.11,nan,16.94,18.819485205471498,1
33,Male,45.57,13,16,0,Mobile App,1,8,0.89,Neutral,43.31,4.808636436316308,1
47,Male,77.82,40,18,0,Mobile App,3,3,1.09,Neutral,45.72,4.509586033284005,1
57,Female,52.83,20,12,0,Mobile App,13,5,1.11,Favorable,27.85,11.862416588571621,1
19,Female,,46,8,0,Website,6,6,1.09,Unfavorable,8.38,22.771419875055177,1
34,Male,74.93,6,0,1,Mobile App,8,1,1.14,Favorable,38.63,5.5443008272192795,1
58,Male,24.51,35,0,0,Mobile App,11,5,0.97,Favorable,16.31,8.760779156325775,1
29,Female,59.2,20,4,1,Website,2,7,1.02,Unfavorable,26.6,11.663158317915778,1
52,Male,84.51,49,7,0,Website,2,3,0.8,Favorable,2.76,22.790237578919335,1
60,Male,30.03,39,17,1,In-store,10,4,0.86,Neutral,25.25,19.370041243252494,1
18,Male,30.27,11,3,1,Website,3,7,1.06,Favorable,19.32,16.607130856041124,1
62,Male,33.66,14,0,0,In-store,6,2,1.02,Favorable,34.46,5.076874121923991,1
32,Male,67.81,14,14,0,Website,5,5,0.88,Neutral,2.52,27.03941369336162,1
43,Female,55.69,16,19,0,Website,13,0,0.9,Favorable,31.43,12.687447327303566,1
54,Female,11.28,33,3,0,Mobile App,4,3,0.94,Favorable,38.71,1.0,1
38,Male,56.82,43,8,1,In-store,3,5,1.09,Favorable,1.13,30.0,1
66,Female,44.96,34,19,0,In-store,11,2,1.04,Favorable,37.62,9.289110252564209,1
48,Male,47.75,38,9,0,Website,7,0,0.83,Unfavorable,6.95,25.807689921278403,1
42,Male,,37,14,0,In-store,11,5,1.1,Unfavorable,35.05,12.713551296335067,1
40,Female,56.97,13,2,0,Mobile App,3,2,0.91,Neutral,23.04,9.30069434420273,1
41,Female,71.01,4,1,1,Website,2,7,1.07,Favorable,27.82,9.150301176589043,1
55,Male,37.16,29,4,1,Website,6,6,0.85,Favorable,17.2,18.47696718901471,1
45,Male,16.35,3,0,0,Mobile App,1,6,1.2,Neutral,12.65,16.30920704880894,1
38,Female,43.94,14,10,0,Mobile App,3,7,0.83,Favorable,4.02,22.23002699111205,1
60,Female,65.13,38,11,1,Website,7,6,1.1,Favorable,43.3,6.215118750252165,1
35,Female,41.58,34,2,0,In-store,3,4,1.02,Unfavorable,30.72,4.521964078413524,1
53,Male,20.05,44,15,0,Mobile App,9,9,0.83,Favorable,49.15,3.7054912068524484,1
52,Male,65.26,9,13,0,In-store,11,7,0.81,Neutral,42.6,6.142359096485336,1
62,Male,78.31,1,11,1,Mobile App,6,7,0.95,Favorable,43.55,8.88795509225791,1
26,Male,50.4,43,19,1,Mobile App,1,7,1.12,Neutral,30.09,18.522689084666933,1
55,Female,17.88,23,15,1,Website,10,9,0.82,Favorable,4.51,30.0,1
47,Male,43.64,27,7,0,Mobile App,4,5,1.08,nan,45.71,1.0,1
61,Male,53.03,21,16,1,In-store,11,1,1.06,Favorable,6.34,30.0,1
51,Female,33.81,43,16,0,Mobile App,12,7,0.91,Unfavorable,26.1,15.47544575204384,1
49,Male,61.67,31,6,1,Website,3,9,0.83,Favorable,42.91,6.057427365132376,1
20,Male,31.85,30,14,0,Website,8,0,1.17,Neutral,23.88,13.375145264168829,1
20,Female,50.51,18,8,0,In-store,6,8,0.92,Unfavorable,8.7,22.15203577118775,0
45,Female,45.43,20,3,1,Website,13,8,0.84,Favorable,18.97,17.61102316367635,1
61,Female,62.32,2,7,0,In-store,8,5,1.07,Favorable,49.43,1.0,1
32,Male,49.71,5,9,0,Mobile App,10,9,0.89,Unfavorable,49.99,1.0,1
58,Female,46.07,31,14,0,Mobile App,12,5,0.99,Favorable,35.69,8.975347263400298,1
40,Female,33.94,1,17,0,Mobile App,12,5,0.82,Neutral,44.46,4.743905897750463,1
57,Male,50.7,23,13,0,Website,9,3,1.2,Favorable,2.69,27.983726279075984,1
28,Male,44.8,44,4,0,Mobile App,6,0,0.98,nan,14.16,12.75485113218469,1
65,Female,32.59,26,8,0,Website,1,0,1.2,Favorable,18.76,12.603702667997378,1
49,Male,53.19,8,12,0,Mobile App,11,0,0.95,Neutral,1.09,25.590860866852026,1
53,Female,57.28,12,18,1,Website,1,4,0.94,Favorable,19.16,22.085835737777746,1
50,Male,43.23,13,10,0,Website,1,6,1.17,Favorable,5.11,25.269906033812955,1
41,Male,68.63,10,11,0,In-store,4,0,0.93,Favorable,26.11,9.625275044445296,1
56,Male,55.28,13,2,0,Mobile App,0,0,0.97,Neutral,0.72,20.164647632312644,1
51,Female,24.32,15,1,1,Website,12,5,0.83,Favorable,13.89,17.720713970204727,1
45,Male,76.75,9,14,0,Mobile App,6,1,1.18,Favorable,43.38,5.911433321604861,1
54,Female,65.34,19,4,0,Mobile App,1,1,0.83,Neutral,11.05,14.870473186032623,1
24,Female,70.04,15,6,0,Mobile App,3,6,1.11,Favorable,3.71,21.660124699773228,1
